keyword_a,keyword_b,weight
"dairying/methods","fertility",1
"dairying/methods","prediction",2
"dairying/methods","reproduction/physiology",2
"farms","fertility",1
"farms","prediction",1
"farms","reproduction/physiology",2
"fertility","prediction",1
"fertility","reproduction/physiology",1
"prediction","reproduction/physiology",2
"animal feed/analysis","efficiency",1
"animal feed/analysis","greenhouse effect",1
"animal feed/analysis","methane",5
"animal feed/analysis","sustainability",8
"animal nutritional physiological phenomena","cattle/physiology",7
"animal nutritional physiological phenomena","efficiency",1
"animal nutritional physiological phenomena","greenhouse effect",1
"animal nutritional physiological phenomena","methane",5
"animal nutritional physiological phenomena","sustainability",3
"animals","greenhouse effect",7
"cattle/physiology","efficiency",1
"cattle/physiology","greenhouse effect",1
"cattle/physiology","methane",8
"cattle/physiology","sustainability",2
"diet/veterinary","efficiency",1
"diet/veterinary","greenhouse effect",1
"diet/veterinary","methane",15
"diet/veterinary","sustainability",5
"efficiency","greenhouse effect",1
"efficiency","methane",1
"efficiency","sustainability",4
"greenhouse effect","methane",2
"greenhouse effect","sustainability",2
"methane","sustainability",3
"air pollutants/analysis","chickens",4
"air pollutants/analysis","environmental monitoring/methods",4
"air pollutants/analysis","particulate matter/analysis",5
"animals","particulate matter/analysis",5
"chickens","environmental monitoring/methods",2
"chickens","particulate matter/analysis",4
"environmental monitoring/methods","particulate matter/analysis",2
"animal feed/analysis","cattle/growth & development",3
"animal feed/analysis","lactation/physiology",3
"animal feed/analysis","milk/metabolism",3
"animal feed/analysis","retrospective studies",2
"animal feed/analysis","weaning",5
"animals","retrospective studies",8
"animals","weaning",8
"behavior","cattle/growth & development",1
"behavior","feeding behavior",1
"behavior","lactation/physiology",2
"behavior","retrospective studies",1
"behavior","weaning",2
"cattle/growth & development","feeding behavior",1
"cattle/growth & development","milk/metabolism",1
"cattle/growth & development","retrospective studies",1
"cattle/growth & development","weaning",2
"diet/veterinary","retrospective studies",2
"diet/veterinary","weaning",5
"feeding behavior","lactation/physiology",1
"feeding behavior","retrospective studies",2
"feeding behavior","weaning",2
"lactation/physiology","retrospective studies",1
"lactation/physiology","weaning",1
"milk/metabolism","retrospective studies",2
"milk/metabolism","weaning",2
"retrospective studies","weaning",1
"animal behaviour","animal husbandry",2
"animal behaviour","animal welfare",4
"animal behaviour","animals",4
"animal behaviour","behavior, animal/physiology",1
"animal husbandry","behavior, animal/physiology",1
"animal welfare","behavior, animal/physiology",3
"animals","behavior, animal/physiology",7
"biodiversity","chickens",1
"biodiversity","meat",1
"chickens","meat",4
"climate resilience","greenhouse gases",5
"animals","biomarkers/metabolism",6
"animals","livestock/genetics",15
"biomarkers","biomarkers/metabolism",1
"biomarkers","gene expression regulation",1
"biomarkers","livestock/genetics",2
"biomarkers","mastitis",1
"biomarkers/metabolism","gene expression regulation",1
"biomarkers/metabolism","livestock/genetics",1
"biomarkers/metabolism","mastitis",1
"gene expression regulation","livestock/genetics",1
"gene expression regulation","mastitis",1
"livestock/genetics","mastitis",1
"agriculture","carbon dioxide/analysis",1
"agriculture","carbon/analysis",1
"agriculture","china",3
"agriculture","economic development",1
"agriculture","rivers",3
"animals","carbon/analysis",2
"animals","economic development",1
"carbon dioxide/analysis","carbon/analysis",1
"carbon dioxide/analysis","china",1
"carbon dioxide/analysis","economic development",1
"carbon dioxide/analysis","rivers",1
"carbon dioxide/analysis","swine",1
"carbon/analysis","china",2
"carbon/analysis","economic development",2
"carbon/analysis","rivers",1
"carbon/analysis","swine",1
"china","economic development",5
"china","rivers",2
"china","swine",1
"economic development","rivers",2
"economic development","swine",1
"rivers","swine",1
"adult","agriculture",1
"adult","nitrogen",1
"agriculture","nitrogen",2
"animals","nitrogen",6
"animal welfare","laying hens",2
"animal welfare","modelling",1
"laying hens","modelling",1
"laying hens","sensors",1
"laying hens","technology",1
"modelling","sensors",2
"modelling","technology",1
"sensors","technology",3
"age factors","air pollution, indoor/analysis",1
"age factors","ammonia/analysis",1
"age factors","animals",5
"age factors","broiler",1
"age factors","chickens/physiology",1
"age factors","housing, animal",1
"age factors","hydrogen-ion concentration",1
"age factors","spain",1
"age factors","wood",1
"air pollution, indoor/analysis","ammonia/analysis",2
"air pollution, indoor/analysis","broiler",1
"air pollution, indoor/analysis","chickens/physiology",3
"air pollution, indoor/analysis","housing, animal",5
"air pollution, indoor/analysis","hydrogen-ion concentration",1
"air pollution, indoor/analysis","spain",1
"air pollution, indoor/analysis","wood",1
"ammonia/analysis","animals",9
"ammonia/analysis","broiler",2
"ammonia/analysis","chickens/physiology",2
"ammonia/analysis","housing, animal",5
"ammonia/analysis","hydrogen-ion concentration",1
"ammonia/analysis","spain",1
"ammonia/analysis","wood",1
"broiler","chickens/physiology",6
"broiler","housing, animal",2
"broiler","hydrogen-ion concentration",1
"broiler","spain",2
"broiler","wood",1
"chickens/physiology","hydrogen-ion concentration",1
"chickens/physiology","spain",2
"chickens/physiology","wood",1
"housing, animal","hydrogen-ion concentration",1
"housing, animal","spain",1
"housing, animal","wood",1
"hydrogen-ion concentration","spain",1
"hydrogen-ion concentration","wood",1
"spain","wood",1
"decision tree","deep learning",1
"decision tree","machine learning",3
"animals","antioxidants/pharmacology",4
"animals","avian proteins/metabolism",10
"animals","signal transduction/drug effects",6
"antioxidants/pharmacology","avian proteins/metabolism",1
"antioxidants/pharmacology","chickens",1
"antioxidants/pharmacology","random allocation",1
"antioxidants/pharmacology","signal transduction/drug effects",2
"avian proteins/metabolism","chickens",2
"avian proteins/metabolism","random allocation",3
"avian proteins/metabolism","signal transduction/drug effects",3
"chickens","random allocation",2
"chickens","signal transduction/drug effects",1
"random allocation","signal transduction/drug effects",3
"animals","calcium",3
"animals","inflammation",7
"animals","mammals",5
"animals","postpartum period",5
"calcium","cattle",2
"calcium","cattle diseases/metabolism",1
"calcium","inflammation",1
"calcium","lactation",1
"calcium","mammals",1
"calcium","milk/metabolism",1
"calcium","postpartum period",1
"cattle","inflammation",3
"cattle","mammals",2
"cattle","milk/metabolism",17
"cattle","postpartum period",3
"cattle diseases/metabolism","inflammation",1
"cattle diseases/metabolism","mammals",1
"cattle diseases/metabolism","milk/metabolism",3
"cattle diseases/metabolism","postpartum period",1
"inflammation","lactation",1
"inflammation","mammals",1
"inflammation","milk/metabolism",1
"inflammation","postpartum period",2
"lactation","mammals",1
"lactation","postpartum period",3
"mammals","milk/metabolism",1
"mammals","postpartum period",1
"milk/metabolism","postpartum period",1
"agroecology","animal husbandry/economics",1
"agroecology","animal welfare",1
"agroecology","animals",2
"agroecology","conservation of natural resources",1
"agroecology","ecosystem services",1
"agroecology","environment",1
"agroecology","livestock",2
"agroecology","sustainability",1
"animal husbandry/economics","conservation of natural resources",1
"animal husbandry/economics","ecosystem services",1
"animal welfare","conservation of natural resources",1
"animal welfare","ecosystem services",2
"animals","ecosystem services",3
"conservation of natural resources","ecosystem services",2
"conservation of natural resources","livestock",5
"conservation of natural resources","sustainability",4
"ecosystem services","environment",3
"ecosystem services","livestock",3
"ecosystem services","sustainability",2
"livestock","sustainability",6
"animal feed","animal nutritional physiological phenomena",6
"animal feed","fermentation",2
"animal feed","methane/metabolism",4
"animal feed","rumen/metabolism",4
"animal feed","zea mays",1
"animal nutritional physiological phenomena","cattle/metabolism",3
"animal nutritional physiological phenomena","fermentation",5
"animal nutritional physiological phenomena","methane/metabolism",7
"animal nutritional physiological phenomena","rumen/metabolism",6
"cattle/metabolism","fermentation",4
"cattle/metabolism","zea mays",3
"diet/veterinary","fermentation",12
"diet/veterinary","methane/metabolism",12
"fermentation","methane/metabolism",7
"fermentation","zea mays",3
"methane/metabolism","rumen/metabolism",7
"methane/metabolism","zea mays",3
"rumen/metabolism","zea mays",4
"animals","transportation",5
"behavior","dairy cows",2
"behavior","sensor",1
"dairy cows","plf",4
"dairy cows","sensor",1
"animal feed/analysis","dose-response relationship, drug",4
"animal feed/analysis","meat quality",2
"animal feed/analysis","taste",1
"animal nutritional physiological phenomena","dose-response relationship, drug",2
"animal nutritional physiological phenomena","meat quality",1
"animal nutritional physiological phenomena","random allocation",5
"animal nutritional physiological phenomena","taste",1
"animals","dose-response relationship, drug",5
"animals","meat quality",6
"chickens/growth & development","dose-response relationship, drug",2
"chickens/growth & development","meat quality",1
"chickens/growth & development","meat/analysis",1
"chickens/growth & development","random allocation",4
"chickens/growth & development","taste",1
"diet/veterinary","dose-response relationship, drug",4
"diet/veterinary","meat quality",2
"diet/veterinary","taste",1
"dose-response relationship, drug","meat quality",1
"dose-response relationship, drug","meat/analysis",1
"dose-response relationship, drug","random allocation",4
"dose-response relationship, drug","taste",1
"meat quality","meat/analysis",4
"meat quality","random allocation",1
"meat quality","taste",2
"meat/analysis","random allocation",4
"meat/analysis","taste",2
"random allocation","taste",1
"adult","bayes theorem",1
"adult","consumer behavior",1
"adult","dairy",1
"adult","dairying/methods",2
"adult","grazing",1
"adult","herbivory",1
"adult","milk",1
"adult","united kingdom",1
"adult","young adult",5
"animal welfare","bayes theorem",1
"animal welfare","consumer behavior",2
"animal welfare","dairy",3
"animal welfare","grazing",1
"animal welfare","herbivory",3
"animal welfare","united kingdom",1
"animal welfare","young adult",2
"animals","consumer behavior",5
"animals","dairy",7
"animals","united kingdom",5
"animals","young adult",4
"bayes theorem","cattle",4
"bayes theorem","consumer behavior",1
"bayes theorem","dairy",1
"bayes theorem","dairying/methods",2
"bayes theorem","grazing",1
"bayes theorem","herbivory",1
"bayes theorem","middle aged",1
"bayes theorem","milk",1
"bayes theorem","surveys and questionnaires",1
"bayes theorem","united kingdom",1
"bayes theorem","young adult",1
